filename,gt_chars,whisper_cer,google_cer,whisper_wer,google_wer,whisper_acc,google_acc,complementary,whisper_text,google_text,gt,whisper_error,google_error
UltraLog06020260321160115.wav,106,0.6604,0.3302,0.5439,0.2982,0.3396,0.6698,both_wrong,"G5速列站,福橋27,人員是否需要在列車上待命?好,G5速列站,人員不需登車,請管制旅客上車。稍後車主要管要辦,將折返至醫樂台,請人員引導旅客上車。G5速列站收到,那目前已經抽完畢,將在現場管控人員,OVER。","救助站947,人員是否需要在列車上待命?好,救助站947,人員不需跟車,那請管制旅客上車,那稍後車組918那將折返至一月台,那請人員那請請人員領導旅客上車, over.救助站有收到,那目前已清楚完畢.將在現場管控人員, over.","救護車在哪裡?人員是否需要在列車上待命 over?好,救護車在救護車站站人員不去跟車那請封鎖旅客上車,那稍後車組搖搖吧,那將折返至一月台,那請人員那請請人員導旅客上車, over 救護車站收到,那目前已清楚完畢將在現場管控人員 over",,
UltraLog06020260321160216.wav,102,1.0,0.2451,0.7778,0.381,0.0,0.7549,google_wins,"好,西武車局五市委政策,車主腰管腰八,因為現在全線有兩種狀況,暫時暫緩發車,暫緩發車,會不會?西武車局五市委政策,列車將暫緩發車,會不會?好,西武車局五市委政策,二月台車主腰管腰八,將折返至一月台載客,那請能不能遠遠一些注意,會不會?西武車局五市委政策,就是這樣收到,那稍後列車將發車,是否正確,會不會?正確正確,感受。","好,9595歲站長那,車組128,因為現在權限呃有狀況那先暫時暫緩發車,暫緩發車。站長收到列車將暫緩發車喔。好,9595歲站長那2月台車組128,那將折返至1月台載客,那請人員協助引導分。站長收到那稍後列車將發車是否正確分?正確正確改消。","好,95歲站長呢,車組腰二8,因為現在權限有狀況呢,先暫時暫緩發車,暫緩發車喔。站長收到列車將暫緩發車喔。好,95歲站長呢,二月台車組腰二8,呢,將折返至一月台載客,那請人員協助導分。站長收到,那稍後列車將發車是否正確喔?正確,正確改消。",,
UltraLog06020260321160523.wav,75,0.4667,0.44,0.5682,0.4318,0.5333,0.56,both_wrong,"好,新東奧全線,全線,全線,那請居頂北屯站至G54圍站,各站列車抵達後,確認可發車時回報。總共總幹事,那請居頂北屯站至G54圍站,各列車到站後確認可發車後回報。感謝喔。","好,請到9091水線那請90北屯站至95水位站,那各站列車抵達後,那確認可發車時回報,總務組告知那請90北屯站至95水位站,各列車到站後確認可發車後回報,感謝哦。90","好,西段局間水線那請局間北屯站至局54維持站,那各站列車到站後,那確認可發車時回報,總務總監各位那請局間北屯站至局54維持站,各列車到站後確認可發車後回報,感謝哦。",,
UltraLog06020260321160625.wav,6,1.0,1.0,1.0,1.0,0.0,0.0,both_wrong,"G512站,呼叫OTC,G512台,車主要拐要拔可發車,謝謝,over。車主要拐要...G312站,我回報OTC,2月台,3232車,可發車,over。2月台車主3232可發車,感謝。G312站,我回報OTC,2月台,3232車,可發車,感謝。",902站報告9121512台車主要趕要吧可發車30 over 30車主要趕要吧939站報告3022台3032車可發車 over 30939站22台車主3032可發車改銷30,5站站站站站,,
UltraLog06020260321160823.wav,21,,1.0,,1.0,,0.0,n/a,,新增加荷包提現12月財政賬戶累計虧損達2000億美元增幅85%,腰洞:洞洞恆生指數跌腰二點1.7%報25洞洞0點,,
UltraLog06020260321160844.wav,31,0.9032,0.6452,0.9474,0.6316,0.0968,0.3548,both_wrong,這次速龍站火狗TC2月排3號站的車局特意上場車完畢列車手上車OVER。,"吃什麼好東西,2月站台要站好距離退站退完畢咧車門關閘 over.",是什麼站候車停車2號站台要下旅客請退站車站邊停車車站車 over.,,
UltraLog06020260321160946.wav,61,0.7869,0.8033,0.8333,0.7667,0.2131,0.1967,both_wrong,"好,休校居士松竹站,轉讓跟車輛一二月台列車是否可發車over?居士松竹站好,收機,目前居士一二月台列車上單輛B880接可發車over。","好,9394終點站站台站車人12月台列車站股可發車吧。9394終點站站台站車人12月台列車站股可發車吧。","好,7374終阻站站場,剛進站了,腰二月台列車試跑可發車吧?7374終阻站站場,目前74腰二月台列車站站場982983 over.呵呵呵",,
UltraLog06020260321161315.wav,74,0.6757,0.5811,0.9286,0.7143,0.3243,0.4189,both_wrong,"好,西湖最大地域汽油水水站長,我們...西湖水水站長,收到目前一月台車...更正二月台車主3132可發車,謝謝,好嗎?收到確認,西湖水水站長,我們幫二月台車主3132可發車,感謝,好?","好,休昭第五站站長辦。休昭站長收到目前一月台車,跟正二月台車組303兩可發車,謝謝喔辦。站長站長休昭第五站站長回辦,二月台車組303兩可發車,感謝喔。","好,修設備技術設備站站務員。技術設備站站務收到目前一月台車,跟正二月台車組3腰三兩可發車,謝謝站務員。站務員站務員技術設備站站務員,二月台車組3腰三兩可發車,感謝。",,
UltraLog06020260321161355.wav,63,1.0,0.8095,1.0,1.0,0.0,0.1905,both_wrong,一段台灣捷運無線電通訊。,這站這邊1約台列車可發車什麼時候發?我是站務主任站務員站務員什麼時候收到發?1約台列車收到1約台108車可發車喔發。趕快趕快喔。,這怎麼這樣?一月台列車可否翻車是否登車播?我是否在這裡是否站那裡問什麼時候到播?是否站那裡是否一月台有廣播1洞八車次發車播?播出感謝喔。,,
UltraLog06020260321161434.wav,11,1.0,0.6364,0.8333,0.8333,0.0,0.3636,both_wrong,好的介紹來吧。,好久的最近中心站怎麼走呢?,好丟掉飛機中心站怎麼奔?,,
UltraLog06020260321161519.wav,111,1.0,0.6306,1.0,0.6316,0.0,0.3694,both_wrong,"好,收到G7中心站長,好報告。G7中心站長,收到,我是一起說。好,這位車主2館2班,是否有輕車,有報告。G7站長,回覆目前沒有收到輕車,請問是否有直行2館輕車。這位車主2館2班,車上沒有旅客,有報告。好,收到G7中心站長,直行輕車,輕車完畢,沒有旅客,有報告。請問這位車主2班,是否有輕車,有報告。這位車主2班,車上沒有旅客,有報告。",技術支援組701中心站站長報701中心站收到請講述292月台支助292850中報哎站長回复目前沒有收到停車指令請問是否執行292台停車292292車組2928車上沒有旅客回報報好收到701中心有一台執行停車292中間完畢沒有旅客報報哎,請到機梯中心站找我報班。機梯中心站收到指示請說。29二月台車組兩關兩般是否清場報班?呃機站回复目前沒有收到停車指令請問是否執行二月台清場?292確認車組兩關兩般車上沒有旅客回報班。好收到機梯中心二月台執行清場270完畢沒有旅客報班。哼。,,
UltraLog06020260321161624.wav,163,1.0,,1.0,,0.0,,n/a,"G5示威站呼叫OCC想跟OCC確認現在是否為局部運轉,好不好?正確正確,目前執行降級運轉途說75的局部運轉。OCC全線,OCC全線,實施75降級運轉途說,執行G0北輪站是G5示威站局部運轉,那G6崇德站是G7高鐵站,那暫停運轉。好,OCC重複通告,OCC重複通告。那目前電力恢復正常,那將陸續恢復正常,你懂嗎?G7中心站呼叫OCC二台兩關兩發車清車完畢,Over。G7中心站回報二台兩關兩發車清車完畢,Over。任局正確G7中心站回報二台兩發車清車完畢,Over。",,"這些學生目前執行降低運轉圖說75的局部運轉。 好記得學校記得全縣那時候執行75降低運轉讀說執行 洞三30戰績50戰 6崇德站是 GT 高鐵站,那暫停 運轉. 好記得嗎記得嗎好記得嗎好記得嗎好記得嗎 那目前電力恢复正常,那將恢复,這將陸續恢复正常你知道嗎? 17公斤的呼叫 OC 2台關門吧車進站完畢 over.3 請中隊長回報2台聯絡2號車處理完畢 over. 這個就是叫",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321161737.wav,110,1.0,0.3182,1.0,0.4179,0.0,0.6818,both_wrong,一段台灣捷運無線電通訊。一段台灣捷運無線電通訊。,"我是在景中心站站長,那這2月台的這組2關2辦啊稍後將將以正常時刻發車嗎?啊追站好,回复那是否可以讓旅客正常搭乘?對那個讓旅客搭乘那然後將依可發車嗎?是幾點發車班?好收到那是否可確定逗留的旅客搭乘完畢走輔道?啊稍後感謝啊。啊這些我已設定逗留可發車輔道啊。","我是這邊中心站站長,那這二月台這組2個2半啊,稍後將將以正常時刻發車吧。啊,追上好,恢复,那是否可以讓旅客正常搭乘?對那個讓旅客搭乘,那稍後將依可發車時間發車吧。好說到那是否可確定逗留的旅客搭車完畢就走了。稍後感謝。這邊我已確定逗留可發車走了。",,
UltraLog06020260321161845.wav,33,0.7879,0.5152,0.9412,0.6471,0.2121,0.4848,both_wrong,"台北市中心站,回報二台人工喇叭車可發車旅客剎車完畢。剎車,那稍後將發車,我們。","91趟,回報2台,南港拿到車,車門關閘車,旅客上下完畢。列車站站後將發車5分。",中控台回報2台3洞二號車靠站停車旅客上下完畢。待車門關閘後將發車5分。,,
UltraLog06020260321162057.wav,14,1.0,1.0,1.0,1.0,0.0,0.0,both_wrong,"703回報771,2月台要管18車可發車了。謝謝大家。",0203回報 CC 2月台妖管妖8車可發車喔根。再跳。0,洞二洞七洞一872875.待命.,,
UltraLog06020260321162335.wav,34,0.8235,0.5,0.7619,0.6667,0.1765,0.5,both_wrong,"G3救生站,我回報GT,二月台要管182車,領貨上到車管,BIG8車OVER。","據站就讓我播放是12月台198車,旅客上下車完畢可發車 move.要下改下。","巨丹就讓我回報是腰二月台要拐18車,旅客上車完畢可發車 over。要修改下。",,
UltraLog06020260321162356.wav,90,1.0,0.1333,0.9773,0.1364,0.0,0.8667,google_wins,"G0北輪站回報OCCE,音樂台3113輛車清車完。G0北輪站回報OCCE,音樂台3113輛車清車完。请不吝点赞 订阅 转发 打赏支持明镜与点点栏目",區調度運轉回報 CC 音樂台304車清車完 OC 通告全線 OC 通告全線請全線各站站長登上目前月台列車請全線各站站長登上目前月台列車 OC 重复通告那請全線各站站長登上目前所在位置的月台列車登車,"1.7屏崙站回報 CC 音樂台3腰三輛車清車完進通告全線 OC 通告全線,請全線各站站長登上目前月台列車請全線各站站長登上目前月台列車, OC 重复通告,那請全線各站站長登上目前所在位置的月台列車登車",,
UltraLog06020260321162441.wav,44,0.8182,0.7045,0.7917,0.75,0.1818,0.2955,both_wrong,去山雀站回報直擊人員登上二月台要不要抽個?二十二感謝去中心站登上二月台要不要抽個?去雲北中心去雲北中心,去三區站回報司機人員登上2月台188車組188車組待命軍官站登上2月台188車組軍100軍100,去三區站回報司機員人員登上二月台288抽個。2號改下。去終端台站登上二月台288抽個。91洞一,,
UltraLog06020260321162528.wav,309,1.0,,1.0,,0.0,,n/a,"車主有口號,請按列車急車門發車口號。巨數9905,這是一月台2212車,車門一關閉,是否要開啟月台門急車門等車口號?巨數9905,請巨數9202站長開啟月台門急車門,復格車門後,發口號。9308,稍後開啟月台門車門,復格車門後,回報分。巨數9905,這裏有車站,呼叫OCC人員登上,2324,除了OVER。巨數9905,這裏有車站,乘客兩次,人員登車,改箱。巨數9905,回報,OCC人員已登上,才要開啟車,OVER。巨數3803,呼叫OCC,OVER。巨數9905,這裏有車站,呼叫OCC人員登上,2324,除了OVER。巨數9905,這裏有車站,乘客兩次,人員登上,2324,除了OVER。巨數3803,大廳站長,呼叫OCC,一月台動車門,跟月台門為關閉,是否自動開啟後,復格車門,回報。巨數9905,這裏有車站,呼叫OCC人員登上,2324,除了OVER。巨數9905,這裏有車站,呼叫OCC人員登上,2324,除了OVER。巨數9905,這裏有車站,呼叫OCC人員登上,2324,除了OVER。巨數9909後,回報,巨數9903 Mafia Flight going to the East.""巨數9903헣囂GQ mockiron ready,巨數巨數 Изgentov22,乘客 本 너  Olympics by ENTERTAINMENT candidate number note,車坑還是顯示故障門。受到納警 收到納警 雲膠肩漱開口ossible to laufen胡爸爸報告 回報距離北橫山二月台3132車呼叫謝謝 旅客上下車完畢人員已登車謝謝大家",,"這輛車載著主要關門列車即將發走。 好好好好好 請注意月台呼叫我是一月台療養車,車門已關閉,是否要開啟月台門停車門乘車 那這位呢,請技術者站場,那開啟月台門機車門,附掛車門後關門。 有哪走到稍後開啟1輛門車門,附歸車門後匯報班。 謝謝大佬找我記得你等上兩三 兩次走完吧。 到車站特組2324人員登車感謝 這邊有人在匯報施救人員已登上參加參加船舶 日本大進帳,通報 CC Open. 腰三到現在有呼叫77,月台動作搖動車門跟月台門未關閉狀態是否自動開啟後會不會車門回報? 如果你在的話, 釜山到晉江港湖州支郵班 正確正確拿出來親能源開啟投資不虧錢嗎會報不 是是9站一下回報虛虛人員登上月台站站停靠 好像這個49站站長沒有上車吧像 好,聽到了,請進去加. 車到了,請人員將車門走走回報我。 算了回來。 等一下。",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321162750.wav,168,1.0,,1.0,,0.0,,n/a,"車主要回報二斤,等車OVER。區市中途二月台,右邊要發車OVER,地址跟上車完畢可發車OVER。收到收到。區市中途走一段海領,阿亮回報二斤,車門已復歸OVER。車地車稍後將發車OVER。區市直接申請站一月台車主阿亮回報二斤,等車,車門稍後將發車OVER。收到收到,感謝。山大清一月台車主,中國要動OVER。車主叫區市山大清一月台車主中國要動OVER。車主叫區市山大清一月台車主中國要動OVER。車主中國有OVER。車主叫區市南岸上車稍後將發車OVER,請問是我收到OVER。車主 HJP,請回 Accwen, purity乖乖地說我先 ahead to 算了。正確正確人願意單車OVER。 existence necessary,名門見,地方為香港寶,車 distrib撤入。",,"是誰在在 車組1洞一輛回到貨機人員登車吧。 14東珠二月台982號車報站停靠站停靠站完畢可發車 over. 走啦,走啦。走啦。 技術組的越海連絡,回報測試設備已經不歸喔。 大力射球將發球 請乘客在1號月台特別通道走到 OC 邊緣登車乘坐飛機 他說了多少錢? 這主動鍋油。這 這個設施的設施的設施的設施的設施的設施的設施的設施的設施的設施的設施的設施的 這是登記人員登車嗎? 說大家好。哎",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321163005.wav,33,0.7273,0.5455,0.8333,0.5556,0.2727,0.4545,both_wrong,"軍警我是部站長,在正線應做通訊特使喔。二。好,記住到通訊正常,謝謝啊。","95站站長在正線運作通訊測試02。好機組到通訊正常,謝謝喔。95",90是不是在站台站台站台站台通訊測試喔2。好機組到通訊正常謝謝喔。90,,
UltraLog06020260321163035.wav,142,0.5423,0.4366,0.6316,0.5395,0.4577,0.5634,both_wrong,"車主搖滾18車,呼叫ACC,請問人員是否於下一站下車,則放維園,站over。要車站,需要跟車站是否有人,可以跟你交接,over。車主搖滾18,車路報告ACC,待到站後,確認,over。手上的車,歐西護照拘捕事務站,請至二月台,車主搖滾18車上站,等交接,over。救護車隊長收到稍後與二月台列車的G3站長交接行為謝謝 謝謝大家","車組1918車呼叫 TT,請問員是否於下一站下車折返回原站 over。1918車站長是否有跟你交接 over?車組1918車報 TT,待到站後確認 over。1918車站長 over,喔是到9站站長且是2月台車組1918車上站長交接 over。站長收到稍後於2月台列車的 G3站長交接情況。謝謝站長 over。","車組19/18車呼叫 CTC,請問員是否於下一站下車執放員站 over。腰二站腰二站是否有員跟你交接 over?車組19/18車呼叫 CTC,哎待到站後確認 over。腰二站腰二站喔需要交接5車站站長幾次二月台呃車組191/82車上站等交接 over。站站長收到稍後於二月台列車的巨山呃站長交接行喔。謝謝站長謝謝。腰二",,
UltraLog06020260321163124.wav,312,1.0,,1.0,,0.0,,n/a,"然後修掉...居酒師傅站場,請人員至醫院台,那執行MCT檢測連鎖為報分。事項收到,執行醫院台CT檢測連鎖,Over.那收到,感銷。然後修掉...修掉居酒師傅來二院台,車主...腰管要發分。車主腰管要發,收到,請請收。然後去將列車將折返至居酒師傅來醫院台,Over.跟OCE確認,那有哪一台車會直接下行,Over.稍後會下行的列車會車主稍後再聊,Over.好,居酒師傅在兩邊跟OCE回報,那稍後如果需要下行的旅客是否需要再回到二院台等車,Over.稍後需要再回到二院台等車,Over.稍後需要再回到二院台等車,Over.稍後需要再回到二院台等車,Over.稍後需要再回到二院台等車,Over.好,車主腰管要發,那將持續往下行,發車,Over.好,居酒師傅在兩邊收到,稍後腰管要發車將正常下行,是否正確,Over.來,持續等車,Over.好,居酒師傅在中途站,Over.居酒師傅在兩邊收到,請請收,Over.請來源至二院台與車主稍後站兩車,收到,Over.居酒師傅在兩邊收到,與車主站兩車交接跟以上車,Over.來,持續等車,Over.居酒師傅在兩邊收到,請請收,Over.居酒師傅在兩邊收到,請請收,Over.請收,Over.居酒師傅可將漁業台的GP先恢復自動模式,再進行解除,連鎖,Over.居酒師傅在兩邊收到,請請收,Over.居酒師傅在兩邊收到,請請收,Over.居酒師傅來往三國城外,理大盜的下來進行解除,連鎖,Over.熱車等下師傅站長回答OCC月台門轉回自動模式,月台門會全速開啟,Over續發應或站長回報,系月台門更正更正取消好,系月台門,居酒師傅站長,那請將一月台MCB解除連鎖,那這邊關門後回報,Over師傅站長收到",,"不知道啊。 19伺服器在場,然後請人員至一月台,那執行 MC 解鎖連鎖的道具。 收到收到執行醫院談 CP 講述聯絡人。 他說的假. 好秀的軍 95324台車組 這主要玩8抽到1洞洞洞洞0 東東西確認,那 有有哪一台車會直接下行 over? 好,就是這樣子跟 OC 回報,那稍後如果需要下行的旅客是否需要再回到月台等車候呢? 再去改銷 好,就下去是松樹站站吧。 這種帳帳帳帳聽起來臭的。 請坐好,下一站到漁山公園站下車進站乘車5洞洞 這是講啥? 這種是什麼丹藥呢我就不知道是什麼藥了。 再講一遍,好吧?再 是否可將語音台站 TT 先恢复自動模式再進行解除聯鎖 over. 收到了,請恢复 自動模式就要在在 謝主連鎖房。現 是不是沒有收到? 23等一下。23 8音樂站我保7,願 好,請哪,需找師傅站崗,那請將一月台 MCB 解除聯鎖,那請關門後報分。 這樣收到",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321163420.wav,153,0.8758,,0.7949,,0.1242,,n/a,"司機解除連鎖後無法關閉月台門,是否可操作手動模式?手動手動請執行手動關閉月台門司機,請用手動模式關閉月台門正確正確司機,是否可用第二支鑰匙嘗試解除連鎖?正確請動作司機,月台月台門已關閉,為手動模式並且除連鎖正確正確司機,請用手動模式關閉正確正確正確正確正確正確正確正確正確正確正確",,"如果站台匯報信息解除聯鎖後無法關閉月台門是否可超過手動模式操作。 請自行手動關閉樂壇模板。 這個樣你要手動模式關閉鐵門 over. 謝謝謝謝喔。哎 這個樣情況之下,是否可用第二支鑰匙嘗試解除聯鎖呢? 那這些小動作,那 這個門關回到中心,音樂團音樂團門已關妥,為手動模式並且鎖聯鎖模式。 你在幹嘛?哎 呃, 是不是站站立停至二月台那站上車組626回報班。",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321163553.wav,145,1.0,,1.0,,0.0,,n/a,"好,請入叫區九四五站長,那麻煩請站長去二月台二月台,那等上車主1516車,後回報,OK?市府站長收到,將至二月台,等上1516車,後回報,OK?好,事務院區九四五,請入叫區九四五站員,那請入一月台,一級站站立,OK?好,事務院區九四五站員,二月台車主,三號站,好嗎?區九四五站,二月台,等上站,後回報,OK?一級站站立,列車手發收到,OK?收到,列車交報,收到,OK?區九四五站長,呼叫二級站1516車,好嗎?區九四五站長,歡迎入到區九四五站員,二月台門車門未開啟,OK?收到,那授權於方行鑰匙開啟房門,頂, card 因為一級車,後回報,OK?市長收到,燈車後回報,OK?好,稍等區區長。",,"好,這邊是95,9595959595 還有需要95歲. 好,休息一下就做2洞洞輛車組成2洞洞輛吧。 5度2月才剛剛走回到第一節車廂,列車走到走廊 我收到了麗絲喬仿的感謝。 請聽廣播站的廣播叫醒156車院閘門城門未開啟有別 請到了稍等一稍等一下親幫你開局房門幫他做一療琴翻車我幫他。 不讓抽煙的跟車會回報的。 啊,稍等一下,就好了。",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321163737.wav,38,1.0,0.6579,0.8333,0.75,0.0,0.3421,both_wrong,"19959的站1月台223458號機列車三位出發是我正確,Ober。A9D車將出發,感謝Ober。",接走走的站呃1月台亮亮閃閃播報時列車站位出發時往正確走。那輛列車將出發請走。,"請諸位找到在呃一月台2站台候車吧,請列車站位發車是往正確的。那輛列車將發車趕快喔。",,
UltraLog06020260321163759.wav,203,1.0,,1.0,,0.0,,n/a,"台北市福州電台有166車牌報,請計程車員已登車,車門設備已復歸over。好,請計程車員去到華門行,車門建議已復歸,車門已完成,從地區復歸over。166車牌報已正確,請計程車員復歸over。好,請到客權行,能源車自然氣質模式,引擎自動自動自動自發,客權行請至中時選案,到約百合文報的。好,請到客權行,能源車自動自動自動自發,客權行請至中時選案,到約百合文報的。1516車收到,叫MCS模式,請駛到選案站over。好,叫選車請在這邊交。車主兩公三公車,呼叫OCC,請問是否人員繼續留於車站over?兩公三公車可以入站在,請從車站下車後回報。166車收到,將於從車站下車後,給你回報。好,車身確診下。166車主三公三公車,呼叫OCC,請確認人員隨車目的地over。確認車主在哪個地方,方法從報。166車主三公三公車,呼叫OCC,請確認人員隨車目的地over。請先人員先提出您車上班的吧。車主剛好車長車收到,將於車上班,over。好,車主先到車主,要有要車,那請確認車主可以MCS模式,報告。",,"是否有練材料要吊車,請幫我記下來,有人已登車,車門是否已關好? 好,現在華門級車門降落歸那邊沒完成同步進行的操作。 要我要6車收到站 ACS 模式行駛到站或者 好像像這種幾個人家 好了走好了走走走走走 救援車組3腰三輛車登入31確認人員隨車目的地郵編。 好,現在是要拿的地方方法衝榜嗎? 救援總,1洞洞的家庭車組3腰三輛車跟 OP 確認乘員隨車目的地 over. 把警察人員先拘留審查吧吧。 這個剛剛講到的時候說到剛剛這樣在弄的 好,請問一下這個是屬於要要要要要",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321164000.wav,196,1.0,,0.9391,,0.0,,n/a,"車主1516呼叫,我是GC Over.請問請問請問目前列車EB無法解除,Over.好,可以確認EB無...好,需要大樓單門員請先聯繫單面嗎?1516車說大樓格GC591月台南,二輛輛車,回報是旅客營運車所急需下車是否可開啟車門及月台門,Over.241呼叫,確定是哪一站呼叫的?GC9122,回報是旅客急需下車車所可否開啟月台門及車門,Over.241,收成開啟車門241,收成車主222車,開啟車門,Over.241,收成車主222車,開啟車門,Over.請站在一邊,讓車先停下車吧GCSB站1月台車主要要兩回報是旅客想下車,是否可之前MTS模式開啟車門?OVER好,謝謝,送全開啟了",,"主要腰腰6呼叫517呼叫 你怎麼那麼是傻逼? 目前列表1B 無法解除喔親 好,跟你現在一起 好,就到了那邊,請先有禮待人吧。 要要廁所到了。哎 759的一月台2號站車回到西旅客營廁所提示是否可開啟車門的一月台門我們 進進站台1號月台2號月台乘客回報請旅客提前下車廁所可靠開啟月台門啟車門喔餵。 好,聽到了呢,播放開始,拜拜,拜拜。 還是不得算錢,算錢聊聊就在一起算了,然後比賽就進行下一輪了。 在這邊 MCS 模式開啟車門 open 謝謝那些壽險公司吧。",,400 Audio can be of a maximum of 60 seconds.
UltraLog06020260321164141.wav,133,1.0,1.0,0.8714,0.8571,0.0,0.0,both_wrong,"好,請問一下車主,您有要求,麻煩先回避AM模式,然後用AM模式。市府站長回報,是否可先解除ED切自AM模式。好,車站卿,請交。市府A台,有要求回報,ED無法解除,是否轉為AM模式。好,車站卿,是否可先解除ED切自AM模式。","是乘站回報700。好,謝謝站謝謝謝謝站站站站站700站站回報是否可先解除 EB 700 AM 模式 over?700站正確700站。700站700站700站700站700站 EB 無法解除是否轉為 AM 模式?700站700站轉為 AM 模式回報啊。",4乘站回報4好現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在現在4組站場回報是否可先解除 EB 切至 M 模式 over?4組站場回報4組4組站場1洞一組回報 EB 無法解除是否轉為 A 模式?站場站場站場轉為 A 模式回報吧,,
